Date,Last,Settlement Price
10/26/07,1542.6,1542.6
10/25/07,1525.1,1525.1
10/24/07,1521.9,1521.9
10/23/07,1525.4,1525.4
10/22/07,1513.4,1513.4
10/19/07,1505.8,1505.8
10/18/07,1546.8,1546.8
10/17/07,1552.4,1552.4
10/16/07,1547.6,1547.6
10/15/07,1560.2,1560.2
2010/12/7,1574.6,1574.6
2010/11/7,1565.2,1565.2
2010/10/7,1573.3,1573.3
2010/9/7,1576.2,1576.2
2010/8/7,1562.7,1562.7
2010/5/7,1570.7,1570.7
2010/4/7,1552.2,1552.2
2010/3/7,1550.7,1550.7
2010/2/7,1554.6,1554.6
2010/1/7,1556.6,1556.6
09/28/07,1538.1,1538.1
09/27/07,1544.6,1544.6
09/26/07,1536.2,1536.2
09/25/07,1528.9,1528.9
09/24/07,1531.7,1531.7
09/21/07,1534.4,1534.4
09/20/07,1531.8,1531.8
09/19/07,1541.4,1541.4
09/18/07,1533.1,1533.1
09/17/07,1489.8,1489.8
09/14/07,1498,1498
09/13/07,1498,1498
2009/12/7,1476.2,1476.2
2009/11/7,1472.8,1472.8
2009/10/7,1455.3,1455.3
2009/7/7,1459.8,1459.8
2009/6/7,1479.6,1479.6
2009/5/7,1476.6,1476.6
2009/4/7,1489.6,1489.6
08/31/07,1476.7,1476.7
08/30/07,1461.6,1461.6
08/29/07,1465.4,1465.4
08/28/07,1438.3,1438.3
08/27/07,1469.8,1469.8
08/24/07,1483.6,1483.6
08/23/07,1466.4,1466.4
08/22/07,1468.7,1468.7
08/21/07,1450.3,1450.3
08/20/07,1449.1,1449.1
08/17/07,1449.9,1449.9
08/16/07,1424.5,1424.5
08/15/07,1414.4,1414.4
08/14/07,1434.3,1434.3
08/13/07,1455.1,1455.1
2008/10/7,1451,1451
2008/9/7,1457.9,1457.9
2008/8/7,1503.9,1503.9
2008/7/7,1482.4,1482.4
2008/6/7,1467.7,1467.7
2008/3/7,1443,1443
2008/2/7,1481.7,1481.7
2008/1/7,1469.9,1469.9
07/31/07,1461.9,1461.9
07/30/07,1480.7,1480.7
07/27/07,1458,1458
07/26/07,1487.9,1487.9
07/25/07,1524.7,1524.7
07/24/07,1522.5,1522.5
07/23/07,1549,1549
07/20/07,1545.1,1545.1
07/19/07,1559.8,1559.8
07/18/07,1554.8,1554.8
07/17/07,1558.7,1558.7
07/16/07,1559.7,1559.7
07/13/07,1560.1,1560.1
2007/12/7,1555.7,1555.7
2007/11/7,1531.1,1531.1
2007/10/7,1520,1520
2007/9/7,1542.5,1542.5
2007/6/7,1542.5,1542.5
2007/5/7,1534.6,1534.6
2007/3/7,1536.2,1536.2
2007/2/7,1531,1531
06/29/07,1515.4,1515.4
06/28/07,1517.2,1517.2
06/27/07,1518.9,1518.9
06/26/07,1497.8,1497.8
06/25/07,1513.6,1513.6
06/22/07,1520.5,1520.5
06/21/07,1535.8,1535.8
06/20/07,1527,1527
06/19/07,1548.9,1548.9
06/18/07,1545.9,1545.9
06/15/07,1547.7,1547.7
06/14/07,1539.5,1539.5
06/13/07,1530.2,1530.2
2006/12/7,1507.5,1507.5
2006/11/7,1525.2,1525.2
2006/8/7,1522.5,1522.5
2006/7/7,1503.7,1503.7
2006/6/7,1516.4,1516.4
2006/5/7,1533.7,1533.7
2006/4/7,1540.3,1540.3
2006/1/7,1539.6,1539.6
05/31/07,1532.9,1532.9
05/30/07,1533.9,1533.9
05/29/07,1522.5,1522.5
05/25/07,1517.3,1517.3
05/24/07,1511.6,1511.6
05/23/07,1525.5,1525.5
05/22/07,1525.3,1525.3
05/21/07,1527.9,1527.9
05/18/07,1527.9,1527.9
05/17/07,1515.2,1515.2
05/16/07,1518,1518
05/15/07,1508.4,1508.4
05/14/07,1508.7,1508.7
2005/11/7,1512.2,1512.2
2005/10/7,1499.2,1499.2
2005/9/7,1515.6,1515.6
2005/8/7,1512.2,1512.2
2005/7/7,1514.3,1514.3
2005/4/7,1514.2,1514.2
2005/3/7,1508.3,1508.3
2005/2/7,1501.1,1501.1
2005/1/7,1492.7,1492.7
04/30/07,1488.4,1488.4
04/27/07,1502,1502
04/26/07,1502.8,1502.8
04/25/07,1500.8,1500.8
04/24/07,1488.5,1488.5
04/23/07,1488.3,1488.3
04/20/07,1493.1,1493.1
04/19/07,1480.3,1480.3
04/18/07,1480.3,1480.3
04/17/07,1479,1479
04/16/07,1475.4,1475.4
04/13/07,1461.3,1461.3
2004/12/7,1455.5,1455.5
2004/11/7,1448.6,1448.6
2004/10/7,1456,1456
2004/9/7,1454.5,1454.5
2004/5/7,1452.7,1452.7
2004/4/7,1448.5,1448.5
2004/3/7,1447.2,1447.2
2004/2/7,1433.3,1433.3
03/30/07,1431.2,1431.2
03/29/07,1431.5,1431.5
03/28/07,1429.6,1429.6
03/27/07,1440.6,1440.6
03/26/07,1445.3,1445.3
03/23/07,1447,1447
03/22/07,1445,1445
03/21/07,1445,1445
03/20/07,1423.4,1423.4
03/19/07,1415.8,1415.8
03/16/07,1399,1399
03/15/07,1403.4,1403.4
03/14/07,1401.7,1401.7
03/13/07,1391.9,1391.9
2003/12/7,1419.5,1419.5
2003/9/7,1417.4,1417.4
2003/8/7,1417.2,1417.2
2003/7/7,1393.2,1393.2
2003/6/7,1395.4,1395.4
2003/5/7,1372.2,1372.2
2003/2/7,1385.8,1385.8
2003/1/7,1404.9,1404.9
02/28/07,1408.9,1408.9
02/27/07,1395.3,1395.3
02/26/07,1452.6,1452.6
02/23/07,1453.8,1453.8
02/22/07,1459.2,1459.2
02/21/07,1460.4,1460.4
02/20/07,1461.8,1461.8
02/16/07,1458.9,1458.9
02/15/07,1459.6,1459.6
02/14/07,1458.6,1458.6
02/13/07,1449.4,1449.4
2002/12/7,1437.9,1437.9
2002/9/7,1442.9,1442.9
2002/8/7,1453.9,1453.9
2002/7/7,1455.7,1455.7
2002/6/7,1453.3,1453.3
2002/5/7,1453.7,1453.7
2002/2/7,1453.1,1453.1
2002/1/7,1450.8,1450.8
01/31/07,1443,1443
01/30/07,1434,1434
01/29/07,1426.2,1426.2
01/26/07,1427.5,1427.5
01/25/07,1429.3,1429.3
01/24/07,1446.2,1446.2
01/23/07,1435.4,1435.4
01/22/07,1430.9,1430.9
01/19/07,1436.7,1436.7
01/18/07,1433.2,1433.2
01/17/07,1438.8,1438.8
01/16/07,1438.7,1438.7
2001/12/7,1440.8,1440.8
2001/11/7,1430.9,1430.9
2001/10/7,1424.4,1424.4
2001/9/7,1420.5,1420.5
2001/8/7,1422.5,1422.5
2001/5/7,1416.4,1416.4
2001/4/7,1427.5,1427.5
2001/3/7,1424.8,1424.8
12/29/06,1428.4,1428.4
12/28/06,1433.8,1433.8
12/27/06,1437.1,1437.1
12/26/06,1428.8,1428.8
12/22/06,1420.3,1420.3
12/21/06,1429.8,1429.8
12/20/06,1435.3,1435.3
12/19/06,1436.2,1436.2
12/18/06,1434.8,1434.8
12/15/06,1438.2,1438.2
12/14/06,1438.2,1438.2
12/13/06,1426.6,1426.6
2012/12/6,1425,1425
2012/11/6,1426.8,1426.8
2012/8/6,1422.2,1422.2
2012/7/6,1420.8,1420.8
2012/6/6,1414.7,1414.7
2012/5/6,1416.7,1416.7
2012/4/6,1410.7,1410.7
2012/1/6,1400.4,1400.4
11/30/06,1402.9,1402.9
11/29/06,1402.2,1402.2
11/28/06,1388.6,1388.6
11/27/06,1383.6,1383.6
11/24/06,1402.9,1402.9
11/22/06,1408.4,1408.4
11/21/06,1406.2,1406.2
11/20/06,1405.3,1405.3
11/17/06,1404.8,1404.8
11/16/06,1405.1,1405.1
11/15/06,1401.5,1401.5
11/14/06,1397.7,1397.7
11/13/06,1388,1388
2011/10/6,1384.8,1384.8
2011/9/6,1384,1384
2011/8/6,1391.6,1391.6
2011/7/6,1389,1389
2011/6/6,1383.8,1383.8
2011/3/6,1368.5,1368.5
2011/2/6,1371.3,1371.3
2011/1/6,1372.9,1372.9
10/31/06,1383.2,1383.2
10/30/06,1383.2,1383.2
10/27/06,1384.8,1384.8
10/26/06,1392.9,1392.9
10/25/06,1389.2,1389.2
10/24/06,1384.8,1384.8
10/23/06,1380.7,1380.7
10/20/06,1374.9,1374.9
10/19/06,1374.3,1374.3
10/18/06,1372.5,1372.5
10/17/06,1371.7,1371.7
10/16/06,1376.1,1376.1
10/13/06,1373.6,1373.6
2010/12/6,1370.7,1370.7
2010/11/6,1359.1,1359.1
2010/10/6,1360.7,1360.7
2010/9/6,1359.2,1359.2
2010/6/6,1358.8,1358.8
2010/5/6,1360.8,1360.8
2010/4/6,1358.3,1358.3
2010/3/6,1343.2,1343.2
2010/2/6,1340.4,1340.4
09/29/06,1345.4,1345.4
09/28/06,1347.3,1347.3
09/27/06,1347.7,1347.7
09/26/06,1346.7,1346.7
09/25/06,1335.7,1335.7
09/22/06,1325.9,1325.9
09/21/06,1330.3,1330.3
09/20/06,1336.5,1336.5
09/19/06,1330.5,1330.5
09/18/06,1334.2,1334.2
09/15/06,1332.2,1332.2
09/14/06,1329.4,1329.4
09/13/06,1329.1,1329.1
2009/12/6,1325.1,1325.1
2009/11/6,1311.6,1311.6
2009/8/6,1310.5,1310.5
2009/7/6,1307.4,1307.4
2009/6/6,1302.7,1302.7
2009/5/6,1314.6,1314.6
2009/1/6,1312.6,1312.6
08/31/06,1305.6,1305.6
08/30/06,1305.1,1305.1
08/29/06,1305.1,1305.1
08/28/06,1303.7,1303.7
08/25/06,1297.6,1297.6
08/24/06,1296.1,1296.1
08/23/06,1297.8,1297.8
08/22/06,1302,1302
08/21/06,1302.3,1302.3
08/18/06,1307.1,1307.1
08/17/06,1301,1301
08/16/06,1298.9,1298.9
08/15/06,1287.7,1287.7
08/14/06,1273.2,1273.2
2008/11/6,1272.3,1272.3
2008/10/6,1275.5,1275.5
2008/9/6,1271.4,1271.4
2008/8/6,1276.8,1276.8
2008/7/6,1282.2,1282.2
2008/4/6,1286,1286
2008/3/6,1287.2,1287.2
2008/2/6,1284.2,1284.2
2008/1/6,1276.7,1276.7
07/31/06,1281.8,1281.8
07/28/06,1284.3,1284.3
07/27/06,1272.3,1272.3
07/26/06,1273.2,1273.2
07/25/06,1271.5,1271.5
07/24/06,1267.5,1267.5
07/21/06,1244.7,1244.7
07/20/06,1254.2,1254.2
07/19/06,1262.5,1262.5
07/18/06,1245.7,1245.7
07/17/06,1240.5,1240.5
07/14/06,1242.2,1242.2
07/13/06,1247.5,1247.5
2007/12/6,1268.3,1268.3
2007/11/6,1282.3,1282.3
2007/10/6,1277,1277
2007/7/6,1275,1275
2007/6/6,1282.8,1282.8
2007/5/6,1279.7,1279.7
2007/3/6,1288.2,1288.2
06/30/06,1279.4,1279.4
06/29/06,1282.6,1282.6
06/28/06,1257.7,1257.7
06/27/06,1249.7,1249.7
06/26/06,1260.2,1260.2
06/23/06,1255.5,1255.5
06/22/06,1255.9,1255.9
06/21/06,1261.8,1261.8
06/20/06,1252.4,1252.4
06/19/06,1248.5,1248.5
06/16/06,1260.1,1260.1
06/15/06,1267.7,1267.7
06/14/06,1241.2,1241.2
06/13/06,1232.4,1232.4
2006/12/6,1246.9,1246.9
2006/9/6,1261.5,1261.5
2006/8/6,1255.6,1255.6
2006/7/6,1256,1256
2006/6/6,1265.7,1265.7
2006/5/6,1269.4,1269.4
2006/2/6,1288.2,1288.2
2006/1/6,1285.8,1285.8
05/31/06,1272.1,1272.1
05/30/06,1260,1260
05/26/06,1282.7,1282.7
05/25/06,1276.1,1276.1
05/24/06,1261.1,1261.1
05/23/06,1252.5,1252.5
05/22/06,1262,1262
05/19/06,1270.8,1270.8
05/18/06,1263.1,1263.1
05/17/06,1269,1269
05/16/06,1294.9,1294.9
05/15/06,1297.2,1297.2
2005/12/6,1294.3,1294.3
2005/11/6,1311.7,1311.7
2005/10/6,1327.8,1327.8
2005/9/6,1329.3,1329.3
2005/8/6,1327.2,1327.2
2005/5/6,1328.9,1328.9
2005/4/6,1317,1317
2005/3/6,1312.3,1312.3
2005/2/6,1318.1,1318.1
2005/1/6,1308.2,1308.2
04/28/06,1315.9,1315.9
04/27/06,1315.1,1315.1
04/26/06,1309.1,1309.1
04/25/06,1309.4,1309.4
04/24/06,1314.5,1314.5
04/21/06,1317,1317
04/20/06,1316.9,1316.9
04/19/06,1315.3,1315.3
04/18/06,1313.5,1313.5
04/17/06,1292.9,1292.9
04/13/06,1294.3,1294.3
2004/12/6,1295.5,1295.5
2004/11/6,1294,1294
2004/10/6,1305.4,1305.4
2004/7/6,1303.9,1303.9
2004/6/6,1317.5,1317.5
2004/5/6,1319,1319
2004/4/6,1314.7,1314.7
2004/3/6,1305.7,1305.7
03/31/06,1303.3,1303.3
03/30/06,1307.5,1307.5
03/29/06,1310.1,1310.1
03/28/06,1302.4,1302.4
03/27/06,1311,1311
03/24/06,1312.8,1312.8
03/23/06,1311.8,1311.8
03/22/06,1314.6,1314.6
03/21/06,1307.5,1307.5
03/20/06,1315.4,1315.4
03/17/06,1317.4,1317.4
03/16/06,1316.8,1316.8
03/15/06,1314.2,1314.2
03/14/06,1308.8,1308.8
03/13/06,1295.8,1295.8
2003/10/6,1293.1,1293.1
2003/9/6,1282.1,1282.1
2003/8/6,1279.6,1279.6
2003/7/6,1277.6,1277.6
2003/6/6,1279.6,1279.6
2003/3/6,1286.4,1286.4
2003/2/6,1291.6,1291.6
2003/1/6,1291.9,1291.9
02/28/06,1282.4,1282.4
02/27/06,1294,1294
02/24/06,1293,1293
02/23/06,1290.2,1290.2
02/22/06,1292.2,1292.2
02/21/06,1285.2,1285.2
02/17/06,1288.9,1288.9
02/16/06,1291.7,1291.7
02/15/06,1282.2,1282.2
02/14/06,1278.3,1278.3
02/13/06,1265.7,1265.7
2002/10/6,1268.3,1268.3
2002/9/6,1265.8,1265.8
2002/8/6,1268.2,1268.2
2002/7/6,1257.5,1257.5
2002/6/6,1268.7,1268.7
2002/3/6,1265.5,1265.5
2002/2/6,1271.9,1271.9
2002/1/6,1287.3,1287.3
01/31/06,1283.6,1283.6
01/30/06,1288.5,1288.5
01/27/06,1289.2,1289.2
01/26/06,1277.8,1277.8
01/25/06,1271,1271
01/24/06,1270.4,1270.4
01/23/06,1269.2,1269.2
01/20/06,1264.8,1264.8
01/19/06,1288.3,1288.3
01/18/06,1283.7,1283.7
01/17/06,1289.5,1289.5
01/13/06,1292.7,1292.7
2001/12/6,1293.6,1293.6
2001/11/6,1299.7,1299.7
2001/10/6,1296.1,1296.1
2001/9/6,1294.9,1294.9
2001/6/6,1291.8,1291.8
2001/5/6,1281.3,1281.3
2001/4/6,1280.5,1280.5
2001/3/6,1274.7,1274.7
12/30/05,1254.8,1254.8
12/29/05,1260.1,1260.1
12/28/05,1265.2,1265.2
12/27/05,1264,1264
12/23/05,1276.5,1276.5
12/22/05,1275.5,1275.5
12/21/05,1269.9,1269.9
12/20/05,1267.9,1267.9
12/19/05,1267.5,1267.5
12/16/05,1274.2,1274.2
12/15/05,1277.8,1277.8
12/14/05,1282.1,1282.1
12/13/05,1277.1,1277.1
2012/12/5,1269.2,1269.2
2012/9/5,1267.4,1267.4
2012/8/5,1264.8,1264.8
2012/7/5,1257.9,1257.9
2012/6/5,1265.5,1265.5
2012/5/5,1263.4,1263.4
2012/2/5,1266,1266
2012/1/5,1264.6,1264.6
11/30/05,1251.1,1251.1
11/29/05,1259.3,1259.3
11/28/05,1260.9,1260.9
11/25/05,1270.1,1270.1
11/23/05,1268.6,1268.6
11/22/05,1262.1,1262.1
11/21/05,1257,1257
11/18/05,1250.2,1250.2
11/17/05,1245.2,1245.2
11/16/05,1234.7,1234.7
11/15/05,1232.5,1232.5
11/14/05,1237.2,1237.2
2011/11/5,1238,1238
2011/10/5,1233.7,1233.7
2011/9/5,1223.7,1223.7
2011/8/5,1222.8,1222.8
2011/7/5,1222.8,1222.8
2011/4/5,1222,1222
2011/3/5,1223.7,1223.7
2011/2/5,1218.1,1218.1
2011/1/5,1206.3,1206.3
10/31/05,1209.8,1209.8
10/28/05,1199.7,1199.7
10/27/05,1182.5,1182.5
10/26/05,1196,1196
10/25/05,1198.9,1198.9
10/24/05,1202.4,1202.4
10/21/05,1183.8,1183.8
10/20/05,1179.5,1179.5
10/19/05,1200.4,1200.4
10/18/05,1181.4,1181.4
10/17/05,1194.2,1194.2
10/14/05,1189.9,1189.9
10/13/05,1178.1,1178.1
2010/12/5,1178.5,1178.5
2010/11/5,1188.4,1188.4
2010/10/5,1190,1190
2010/7/5,1200,1200
2010/6/5,1196.9,1196.9
2010/5/5,1200.7,1200.7
2010/4/5,1216.8,1216.8
2010/3/5,1231.8,1231.8
09/30/05,1234.3,1234.3
09/29/05,1231.8,1231.8
09/28/05,1222.8,1222.8
09/27/05,1221.7,1221.7
09/26/05,1221.5,1221.5
09/23/05,1220.5,1220.5
09/22/05,1219.8,1219.8
09/21/05,1215.9,1215.9
09/20/05,1227.6,1227.6
09/19/05,1238,1238
09/16/05,1242.3,1242.3
09/15/05,1233.5,1233.5
09/14/05,1234.6,1234.6
09/13/05,1238.9,1238.9
2009/12/5,1246.6,1246.6
2009/9/5,1248.5,1248.5
2009/8/5,1238.2,1238.2
2009/7/5,1235.5,1235.5
2009/6/5,1234.2,1234.2
2009/2/5,1219.7,1219.7
2009/1/5,1221.8,1221.8
08/31/05,1221.4,1221.4
08/30/05,1208.6,1208.6
08/29/05,1214.4,1214.4
08/26/05,1205.9,1205.9
08/25/05,1213.6,1213.6
08/24/05,1209.9,1209.9
08/23/05,1221.4,1221.4
08/22/05,1224,1224
08/19/05,1223.8,1223.8
08/18/05,1221,1221
08/17/05,1221.5,1221.5
08/16/05,1221.5,1221.5
08/15/05,1237.5,1237.5
2008/12/5,1231,1231
2008/11/5,1238.4,1238.4
2008/10/5,1233.8,1233.8
2008/9/5,1234.3,1234.3
2008/8/5,1227.3,1227.3
2008/5/5,1229.8,1229.8
2008/4/5,1238,1238
2008/3/5,1247.8,1247.8
2008/2/5,1245.1,1245.1
2008/1/5,1237.6,1237.6
07/29/05,1236.8,1236.8
07/28/05,1247,1247
07/27/05,1239.7,1239.7
07/26/05,1235,1235
07/25/05,1234.1,1234.1
07/22/05,1237,1237
07/21/05,1230,1230
07/20/05,1236.5,1236.5
07/19/05,1233.2,1233.2
07/18/05,1226.5,1226.5
07/15/05,1231.2,1231.2
07/14/05,1231.7,1231.7
07/13/05,1227.9,1227.9
2007/12/5,1225.6,1225.6
2007/11/5,1223.4,1223.4
2007/8/5,1216.4,1216.4
2007/7/5,1202.8,1202.8
2007/6/5,1198.6,1198.6
2007/5/5,1209,1209
2007/1/5,1200,1200
06/30/05,1195.5,1195.5
06/29/05,1202.9,1202.9
06/28/05,1206.7,1206.7
06/27/05,1196.2,1196.2
06/24/05,1195.7,1195.7
06/23/05,1204,1204
06/22/05,1221.1,1221.1
06/21/05,1220.9,1220.9
06/20/05,1220.1,1220.1
06/17/05,1220.4,1220.4
06/16/05,1215.7,1215.7
06/15/05,1211.7,1211.7
06/14/05,1210.1,1210.1
06/13/05,1207.5,1207.5
2006/10/5,1203.9,1203.9
2006/9/5,1206.1,1206.1
2006/8/5,1195.9,1195.9
2006/7/5,1199,1199
2006/6/5,1198.1,1198.1
2006/3/5,1198.5,1198.5
2006/2/5,1205.3,1205.3
2006/1/5,1201.2,1201.2
05/31/05,1192.3,1192.3
05/27/05,1200.2,1200.2
05/26/05,1198.1,1198.1
05/25/05,1192.6,1192.6
05/24/05,1193.7,1193.7
05/23/05,1196.3,1196.3
05/20/05,1190.2,1190.2
05/19/05,1191.3,1191.3
05/18/05,1186.8,1186.8
05/17/05,1175.2,1175.2
05/16/05,1167.1,1167.1
05/13/05,1156.7,1156.7
2005/12/5,1159.2,1159.2
2005/11/5,1172.5,1172.5
2005/10/5,1166.2,1166.2
2005/9/5,1178.3,1178.3
2005/6/5,1171.2,1171.2
2005/5/5,1174.9,1174.9
2005/4/5,1175.3,1175.3
2005/3/5,1166.1,1166.1
2005/2/5,1163.6,1163.6
04/29/05,1158.5,1158.5
04/28/05,1143.1,1143.1
04/27/05,1157.2,1157.2
04/26/05,1153.7,1153.7
04/25/05,1164,1164
04/22/05,1157.2,1157.2
04/21/05,1161.5,1161.5
04/20/05,1139.8,1139.8
04/19/05,1155.7,1155.7
04/18/05,1146.8,1146.8
04/15/05,1143.6,1143.6
04/14/05,1160.6,1160.6
04/13/05,1176.1,1176.1
2004/12/5,1190,1190
2004/11/5,1183.7,1183.7
2004/8/5,1183.6,1183.6
2004/7/5,1195.3,1195.3
2004/6/5,1189.2,1189.2
2004/5/5,1185.3,1185.3
2004/4/5,1179.8,1179.8
2004/1/5,1177.7,1177.7
03/31/05,1183.9,1183.9
03/30/05,1185.4,1185.4
03/29/05,1169.9,1169.9
03/28/05,1177.4,1177.4
03/24/05,1175.5,1175.5
03/23/05,1174.6,1174.6
03/22/05,1174.2,1174.2
03/21/05,1186.3,1186.3
03/18/05,1190.8,1190.8
03/17/05,1194.1,1194.1
03/16/05,1192,1192
03/15/05,1202.7,1202.7
03/14/05,1212.1,1212.1
2003/11/5,1205.4,1205.4
2003/10/5,1213.9,1213.9
2003/9/5,1207,1207
2003/8/5,1220.6,1220.6
2003/7/5,1225.3,1225.3
2003/4/5,1224.3,1224.3
2003/3/5,1209.9,1209.9
2003/2/5,1209.6,1209.6
2003/1/5,1210.1,1210.1
02/28/05,1204.1,1204.1
02/25/05,1212,1212
02/24/05,1200.7,1200.7
02/23/05,1192.7,1192.7
02/22/05,1184.7,1184.7
02/18/05,1202.3,1202.3
02/17/05,1201,1201
02/16/05,1210.5,1210.5
02/15/05,1210.7,1210.7
02/14/05,1206.3,1206.3
2002/11/5,1207,1207
2002/10/5,1196.6,1196.6
2002/9/5,1192.9,1192.9
2002/8/5,1202.2,1202.2
2002/7/5,1200.7,1200.7
2002/4/5,1202,1202
2002/3/5,1189.6,1189.6
2002/2/5,1193.2,1193.2
2002/1/5,1189.2,1189.2
01/31/05,1181.7,1181.7
01/28/05,1174.7,1174.7
01/27/05,1174.7,1174.7
01/26/05,1173.2,1173.2
01/25/05,1169.7,1169.7
01/24/05,1166.2,1166.2
01/21/05,1168.6,1168.6
01/20/05,1176.4,1176.4
01/19/05,1183.5,1183.5
01/18/05,1195.7,1195.7
01/14/05,1183.8,1183.8
01/13/05,1177.9,1177.9
2001/12/5,1187.5,1187.5
2001/11/5,1183.9,1183.9
2001/10/5,1191.7,1191.7
2001/7/5,1186.3,1186.3
2001/6/5,1188.2,1188.2
2001/5/5,1183.2,1183.2
2001/4/5,1191,1191
2001/3/5,1206.3,1206.3
12/31/04,1213.7,1213.7
12/30/04,1214.7,1214.7
12/29/04,1217,1217
12/28/04,1215.5,1215.5
12/27/04,1208.4,1208.4
12/23/04,1211.7,1211.7
12/22/04,1211,1211
12/21/04,1208,1208
12/20/04,1198.7,1198.7
12/17/04,1198.3,1198.3
12/16/04,1206.5,1206.5
12/15/04,1207.2,1207.2
12/14/04,1206.5,1206.5
12/13/04,1202.5,1202.5
2012/10/4,1191.8,1191.8
2012/9/4,1190.7,1190.7
2012/8/4,1184.1,1184.1
2012/7/4,1177.7,1177.7
2012/6/4,1189.2,1189.2
2012/3/4,1189.2,1189.2
2012/2/4,1190.5,1190.5
2012/1/4,1189.8,1189.8
11/30/04,1174.1,1174.1
11/29/04,1176,1176
11/26/04,1180.8,1180.8
11/24/04,1181.9,1181.9
11/23/04,1179.3,1179.3
11/22/04,1177.9,1177.9
11/19/04,1172.3,1172.3
11/18/04,1185,1185
11/17/04,1184.2,1184.2
11/16/04,1177.4,1177.4
11/15/04,1185.9,1185.9
2011/12/4,1182.7,1182.7
2011/11/4,1173.7,1173.7
2011/10/4,1164.8,1164.8
2011/9/4,1164.2,1164.2
2011/8/4,1166.5,1166.5
2011/5/4,1167.7,1167.7
2011/4/4,1160.5,1160.5
2011/3/4,1145.1,1145.1
2011/2/4,1130.6,1130.6
2011/1/4,1130.8,1130.8
10/29/04,1130.3,1130.3
10/28/04,1127.6,1127.6
10/27/04,1124.8,1124.8
10/26/04,1111.5,1111.5
10/25/04,1095.3,1095.3
10/22/04,1095.9,1095.9
10/21/04,1107.7,1107.7
10/20/04,1101.8,1101.8
10/19/04,1103.5,1103.5
10/18/04,1113.1,1113.1
10/15/04,1108.3,1108.3
10/14/04,1103.1,1103.1
10/13/04,1112.2,1112.2
2010/12/4,1122.4,1122.4
2010/11/4,1126,1126
2010/8/4,1122.1,1122.1
2010/7/4,1131.4,1131.4
2010/6/4,1142.8,1142.8
2010/5/4,1136.4,1136.4
2010/4/4,1135.5,1135.5
2010/1/4,1133.2,1133.2
09/30/04,1114.9,1114.9
09/29/04,1115.2,1115.2
09/28/04,1109.7,1109.7
09/27/04,1105.2,1105.2
09/24/04,1111.5,1111.5
09/23/04,1107.2,1107.2
09/22/04,1112.9,1112.9
09/21/04,1127.3,1127.3
09/20/04,1122.3,1122.3
09/17/04,1129,1129
09/16/04,1124.6,1124.6
09/15/04,1120.8,1120.8
09/14/04,1130,1130
09/13/04,1128.3,1128.3
2009/10/4,1123.9,1123.9
2009/9/4,1118.1,1118.1
2009/8/4,1118.7,1118.7
2009/7/4,1122.2,1122.2
2009/3/4,1114.4,1114.4
2009/2/4,1119.6,1119.6
2009/1/4,1106.7,1106.7
08/31/04,1104.1,1104.1
08/30/04,1099,1099
08/27/04,1108.2,1108.2
08/26/04,1104.4,1104.4
08/25/04,1103.8,1103.8
08/24/04,1097.4,1097.4
08/23/04,1096.2,1096.2
08/20/04,1098.7,1098.7
08/19/04,1091.3,1091.3
08/18/04,1094.5,1094.5
08/17/04,1083.1,1083.1
08/16/04,1077.4,1077.4
08/13/04,1066.2,1066.2
2008/12/4,1063.8,1063.8
2008/11/4,1075.8,1075.8
2008/10/4,1076.2,1076.2
2008/9/4,1064.3,1064.3
2008/6/4,1063.6,1063.6
2008/5/4,1078.5,1078.5
2008/4/4,1096.9,1096.9
2008/3/4,1097.3,1097.3
2008/2/4,1105.5,1105.5
07/30/04,1101.1,1101.1
07/29/04,1100.2,1100.2
07/28/04,1095.5,1095.5
07/27/04,1092.5,1092.5
07/26/04,1082.9,1082.9
07/23/04,1085.5,1085.5
07/22/04,1093.7,1093.7
07/21/04,1090.6,1090.6
07/20/04,1112,1112
07/19/04,1098.7,1098.7
07/16/04,1102.8,1102.8
07/15/04,1103.4,1103.4
07/14/04,1111.3,1111.3
07/13/04,1114.2,1114.2
2007/12/4,1113.4,1113.4
2007/9/4,1112.8,1112.8
2007/8/4,1110.7,1110.7
2007/7/4,1118.1,1118.1
2007/6/4,1115,1115
2007/2/4,1125.8,1125.8
2007/1/4,1126.2,1126.2
06/30/04,1140.4,1140.4
06/29/04,1135.8,1135.8
06/28/04,1131.8,1131.8
06/25/04,1135.2,1135.2
06/24/04,1141.3,1141.3
06/23/04,1144.1,1144.1
06/22/04,1134.9,1134.9
06/21/04,1129.2,1129.2
06/18/04,1134,1134
06/17/04,1131.6,1131.6
06/16/04,1133,1133
06/15/04,1133.7,1133.7
06/14/04,1125.5,1125.5
2006/10/4,1136.2,1136.2
2006/9/4,1131.4,1131.4
2006/8/4,1142.1,1142.1
2006/7/4,1140.3,1140.3
2006/4/4,1123.2,1123.2
2006/3/4,1114.9,1114.9
2006/2/4,1125.4,1125.4
2006/1/4,1121.3,1121.3
05/28/04,1120.3,1120.3
05/27/04,1122.7,1122.7
05/26/04,1116,1116
05/25/04,1112.4,1112.4
05/24/04,1096.6,1096.6
05/21/04,1092.5,1092.5
05/20/04,1090.6,1090.6
05/19/04,1086.8,1086.8
05/18/04,1090.3,1090.3
05/17/04,1085.4,1085.4
05/14/04,1094.7,1094.7
05/13/04,1093.8,1093.8
2005/12/4,1098.7,1098.7
2005/11/4,1092.2,1092.2
